0.01,0.9648,0.9071*,1.1355,1.0846
0.02,1.0410,1.2995,1.0521,1.1535
0.05,1.0967,1.1554,1.0780,1.2259
0.1,1.2117,1.2174,1.3170,0.9917
0.2,1.1644,1.6411*,1.3084,1.2987
0.5,1.4881,1.7500,1.7305,1.3465
1.0,2.0601,2.2339,2.2620,1.8493
2.0,1.7824*,2.4520*,2.1712,2.1571
5.0,2.7854,2.6934,2.8719,2.9488
10.0,3.1894*,2.4637,2.3380,2.5128
